ID;COUNTRY;YIAR;CAREWORKERS
1067;Country B;1991;4.431
1068;Country A;1991;7.931
1069;Country B;1991;5.02
1070;Country A;1991;7.423
1071;Country B;1991;7.443
1072;Country A;1991;8.236
1073;Country B;1991;5.299
1074;Country A;1991;9.182
1075;Country B;1991;6.659
1076;Country A;1991;10.998
1077;Country B;1991;5.24
1078;Country A;1991;11.189
1079;Country B;1991;6.026
1080;Country A;1991;6.91
1081;Country B;1991;5.056
1082;Country A;1991;8.006
1083;Country B;1991;3.488
1084;Country A;1991;11.777
1085;Country B;1991;2.389
1086;Country A;1991;10.493
1087;Country B;1991;3.612
1088;Country A;1991;10.841
1089;Country B;1991;5.592
1090;Country A;1991;10.862
1091;Country B;1991;5.36
1092;Country A;-1;12.226
1093;Country B;1991;5.15
1094;Country A;1991;11.568
1095;Country B;1991;6.58
1096;Country A;1991;7.53
1097;Country B;1991;7.255
1098;Country A;1991;7.813
1099;Country B;1991;5.916
1100;Country A;1991;8.724
1101;Country B;1991;4.567
1102;Country A;1991;10.409
1103;Country B;1991;5.102
1104;Country A;1991;9.3
1105;Country B;1991;4.676
1106;Country A;1991;5.975
1107;Country B;1991;4.724
1108;Country A;1991;12.725
1109;Country B;1991;3.147
1110;Country A;1991;7.63
1111;Country B;1991;3.824
1112;Country A;1991;10.268
1113;Country B;1991;6.214
1114;Country A;1991;9.915
1115;Country B;1991;4.235
1116;Country A;1991;10.972
1117;Country B;1991;4.694
1118;Country A;1991;9.67
1119;Country B;1991;6.921
1120;Country A;1991;9.358
1121;Country B;1991;5.524
1122;Country A;1991;6.403
1123;Country B;1991;4.459
1124;Country A;1991;11.491
1125;Country B;1991;3.384
1126;Country A;1991;8.391
1127;Country B;1991;5.521
1128;Country A;1991;13.716
1129;Country B;1991;5.144
1130;Country A;-1;6.531
1131;Country B;1991;4.564
1132;Country A;1991;12.366
1133;Country B;1991;4.267
1134;Country A;1991;10.205
1135;Country B;1991;6.515
1136;Country A;1991;10.128
1137;Country B;1991;4.315
1138;Country A;1991;5.895
1139;Country B;1991;5.031
1140;Country A;1991;7.426
1141;Country B;1991;4.831
1142;Country A;1991;10.381
1143;Country B;1991;4.99
1144;Country A;1991;8.12
1145;Country B;1991;6.814
1146;Country A;1991;11.157
1147;Country B;1991;5.97
1148;Country A;1991;5.837
1149;Country B;1991;7.36
1150;Country A;1991;9.836
1151;Country B;1991;-9999999
1152;Country A;1991;8.071
1153;Country B;1991;6.08
1154;Country A;1991;12.285
1155;Country B;1991;4.841
1156;Country A;1991;10.015
1157;Country B;1991;6.531
1158;Country A;1991;9.491
1159;Country B;1991;3.284
1160;Country A;1991;8.293
1161;Country B;1991;4.01
1162;Country A;-1;6.08
1163;Country B;1991;6.356
1164;Country A;1991;9.697
1165;Country B;1991;4.506
1166;Country A;1991;11.528
1167;Country B;1991;5.941
1168;Country A;1991;11.04
1169;Country B;1991;6.188
1170;Country A;1991;11.633
1171;Country B;1991;6.945
1172;Country A;1991;11.222
1173;Country B;1991;3.368
1174;Country A;1991;6.856
1175;Country B;1991;6.101
1176;Country A;-1;9.272
1177;Country B;1991;5.165
1178;Country A;1991;5.388
1179;Country B;1991;5.783
1180;Country A;1991;7.717
1181;Country B;1991;4.52
1182;Country A;1991;6.551
1183;Country B;1991;6.216
1184;Country A;1991;10.128
1185;Country B;1991;6.302
1186;Country A;1991;8.314
1187;Country B;1991;3.367
1188;Country A;1991;9.054
1189;Country B;1991;4.109
1190;Country A;1991;7.825
1191;Country B;1991;3.97
1192;Country A;1991;11.865
1193;Country B;1991;4.732
1194;Country A;1991;12.692
1195;Country B;1991;5.604
1196;Country A;1991;9.752
1197;Country B;1991;4.326
1198;Country A;1991;10.504
1199;Country B;1991;4.32
1200;Country A;1991;13.724
1201;Country B;1991;4.434
1202;Country A;1991;7.953
1203;Country B;1991;6.199
1204;Country A;1991;11.946
1205;Country B;1991;4.916
1206;Country A;1991;7.883
1207;Country B;-1;6.247
1208;Country A;1991;7.855
1209;Country B;-1;4.435
1210;Country A;1991;10.18
1211;Country B;1991;5.606
1212;Country A;1991;10.199
1213;Country B;1991;4.333
1214;Country A;1991;12.347
1215;Country B;1991;4.872
1216;Country A;1991;12.997
1217;Country B;1991;4.44
1218;Country A;1991;10.353
1219;Country B;1991;5.016
1220;Country A;1991;10.72
1221;Country B;1991;4.708
1222;Country A;1991;10.488
1223;Country B;1991;4.943
1224;Country A;1991;7.706
1225;Country B;1991;3.805
1226;Country A;1991;13.834
1227;Country B;1991;5.014
1228;Country A;1991;9.87
1229;Country B;1991;3.538
1230;Country A;1991;9.258
1231;Country B;1991;3.664
1232;Country A;1991;10.334
1233;Country B;1991;6.233
1234;Country A;1991;10.655
1235;Country B;1991;4.294
1236;Country A;1991;12.14
1237;Country B;1991;4.646
1238;Country A;1991;9.432
1239;Country B;1991;6.268
1240;Country A;1991;10.744
1241;Country B;1991;3.33
1242;Country A;1991;8.872
1243;Country B;1991;6.988
1244;Country A;1991;8.89
1245;Country B;1991;5.177
1246;Country A;1991;9.081
1247;Country B;-1;5.469
1248;Country A;1991;9.729
1249;Country B;1991;5.278
1250;Country A;1991;7.633
1251;Country B;1991;5.638
1252;Country A;1991;10.765
1253;Country B;1991;3.288
1254;Country A;1991;9.134
1255;Country B;1991;6.448
1256;Country A;1991;8.445
1257;Country B;1991;4.976
1258;Country A;1991;8.009
1259;Country B;1991;4.035
1260;Country A;1991;9.608
1261;Country B;1991;4.5
1262;Country A;1991;10.266
1263;Country B;1991;4.5
1264;Country A;1991;9.996
1265;Country B;1991;5.711
1266;Country A;1991;9.419
1267;Country B;1991;4.569
1268;Country A;1991;12.301
1269;Country B;1991;5.55
1270;Country A;-1;10.108
1271;Country B;1991;4.289
1272;Country A;1991;8.209
1273;Country B;1991;6.027
1274;Country A;1991;10.606
1275;Country B;1991;4.961
1276;Country A;1991;6.698
1277;Country B;1991;4.578
1278;Country A;1991;11.596
1279;Country B;1991;3.575
1280;Country A;1991;12.412
1281;Country B;1991;7.023
1282;Country A;1991;12.657
1283;Country B;1991;4.246
1284;Country A;1991;11.29
1285;Country B;1991;4.813
1286;Country A;1991;10.451
1287;Country B;1991;6.358
1288;Country A;1991;11.885
1289;Country B;1991;5.009
1290;Country A;1991;11.746
1291;Country B;1991;3.91
1292;Country A;1991;11.27
1293;Country B;1991;5.55
1294;Country A;1991;11.083
1295;Country B;1991;6.321
1296;Country A;1991;14.859
1297;Country B;1991;4.875
1298;Country A;1991;10.331
1299;Country B;1991;3.045
1300;Country A;1991;10.253
1301;Country B;1991;4.507
1302;Country A;1991;9.303
1303;Country B;1991;4.761
1304;Country A;1991;8.383
1305;Country B;1991;5.49
1306;Country A;1991;10.243
1307;Country B;1991;5.751
1308;Country A;1991;9.046
1309;Country B;1991;3.273
1310;Country A;1991;6.942
1311;Country B;1991;5.387
1312;Country A;1991;7.302
1313;Country B;1991;4.745
1314;Country A;1991;11.172
1315;Country B;1991;6.256
1316;Country A;1991;9.542
1317;Country B;1991;5.442
1318;Country A;1991;7.851
1319;Country B;1991;7.645
1320;Country A;1991;10.186
1321;Country B;1991;6.175
1322;Country A;1991;11.439
1323;Country B;1991;5.569
1324;Country A;1991;-9999999
1325;Country B;1991;4.504
1326;Country A;1991;11.514
1327;Country B;1991;4.94
1328;Country A;1991;10.798
1329;Country B;-1;5.829
1330;Country A;1991;13.024
1331;Country B;1991;4.748
1332;Country A;1991;10.689
1333;Country B;1991;6.433
1334;Country A;1991;14.34
1335;Country B;1991;5.514
1336;Country A;1991;11.427
1337;Country B;1991;4.07
1338;Country A;1991;13.857
1339;Country B;1991;4.937
1340;Country A;1991;9.988
1341;Country B;1991;4.523
1342;Country A;1991;11.232
1343;Country B;1991;4.235
1344;Country A;1991;9.216
1345;Country B;1991;5.003
1346;Country A;1991;11.118
1347;Country B;1991;4.703
1348;Country A;1991;7.349
1349;Country B;1991;5.634
1350;Country A;1991;9.69
1351;Country B;1991;6.131
1352;Country A;1991;9.191
1353;Country B;1991;5.474
1354;Country A;1991;11.845
1355;Country B;1991;5.289
1356;Country A;1991;11.146
1357;Country B;1991;5.38
1358;Country A;1991;11.132
1359;Country B;1991;6.272
1360;Country A;1991;10.845
1361;Country B;1991;4.566
1362;Country A;1991;10.203
1363;Country B;-1;4.422
1364;Country A;1991;11.751
1365;Country B;1991;4.15
1366;Country A;1991;6.508
1367;Country B;1991;5.573
1368;Country A;1991;6.78
1369;Country B;1991;6.14
1370;Country A;1991;12.961
1371;Country B;1991;6.016
1372;Country A;1991;7.783
1373;Country B;1991;5.479
1374;Country A;1991;10.03
1375;Country B;1991;6.889
1376;Country A;1991;12.996
1377;Country B;1991;6.488
1378;Country A;1991;6.794
1379;Country B;1991;6.402
1380;Country A;1991;12.026
1381;Country B;1991;4.634
1382;Country A;1991;12.922
1383;Country B;1991;4.776
1384;Country A;1991;9.977
1385;Country B;1991;4.355
1386;Country A;1991;10.386
1387;Country B;1991;7.392
1388;Country A;1991;8.913
1389;Country B;1991;4.081
1390;Country A;1991;6.106
1391;Country B;1991;5.7
1392;Country A;1991;9.273
1393;Country B;1991;6.461
1394;Country A;1991;10.887
1395;Country B;1991;4.818
1396;Country A;1991;6.985
1397;Country B;1991;4.115
1398;Country A;1991;12.698
1399;Country B;1991;5.132
1400;Country A;-1;8.981
1401;Country B;1991;5.467
1402;Country A;1991;12.022
1403;Country B;1991;5.909
1404;Country A;1991;11.065
1405;Country B;1991;5.233
1406;Country A;1991;8.961
1407;Country B;1991;5.367
1408;Country A;1991;9.197
1409;Country B;1991;5.625
1410;Country A;1991;10.452
1411;Country B;1991;4.529
1412;Country A;1991;14.876
1413;Country B;1991;4.937
1414;Country A;1991;12.279
1415;Country B;1991;5.364
1416;Country A;1991;8.883
1417;Country B;1991;5.874
1418;Country A;1991;12.796
1419;Country B;1991;6.125
1420;Country A;1991;10.489
1421;Country B;1991;6.392
1422;Country A;1991;9.392
1423;Country B;1991;4.653
1424;Country A;1991;8.774
1425;Country B;1991;5.659
1426;Country A;1991;9.917
1427;Country B;1991;6.505
1428;Country A;1991;8.83
1429;Country B;1991;6.334
1430;Country A;1991;12.625
1431;Country B;1991;4.744
1432;Country A;1991;12.345
1433;Country B;1991;3.703
1434;Country A;1991;10.42
1435;Country B;1991;3.377
1436;Country A;1991;11.414
1437;Country B;-1;2.997
1438;Country A;1991;8.586
1439;Country B;-1;5.889
1440;Country A;1991;8.783
1441;Country B;1991;5.211
1442;Country A;1991;9.855
1443;Country B;1991;4.874
1444;Country A;1991;9.916
1445;Country B;1991;5.513
1446;Country A;1991;9.092
1447;Country B;1991;5.793
1448;Country A;1991;10.043
1449;Country B;1991;6.052
1450;Country A;-1;9.652
1451;Country B;1991;4.797
1452;Country A;1991;10.291
1453;Country B;1991;4.379
1454;Country A;-1;10.596
1455;Country B;1991;6.109
1456;Country A;1991;13.381
1457;Country B;1991;4.179
1458;Country A;1991;8.566
1459;Country B;1991;3.036
1460;Country A;1991;10.965
1461;Country B;1991;4.124
1462;Country A;1991;10.948
1463;Country B;1991;4.617
1464;Country A;1991;13.195
1465;Country B;1991;0.554
1466;Country A;1991;6.992
1467;Country B;1991;4.404
1468;Country A;-1;6.895
1469;Country B;1991;5.95
1470;Country A;1991;12.343
1471;Country B;1991;4.21
1472;Country A;1991;14.324
1473;Country B;1991;5.917
1474;Country A;1991;11.129
1475;Country B;1991;5.424
1476;Country A;1991;10.873
1477;Country B;1991;4.425
1478;Country A;1991;9.496
1479;Country B;1991;5.408
1480;Country A;1991;6.788
1481;Country B;1991;5.136
1482;Country A;1991;10.24
1483;Country B;1991;5.184
1484;Country A;1991;11.075
1485;Country B;1991;5.695
1486;Country A;1991;12.057
1487;Country B;1991;3.589
1488;Country A;1991;12.858
1489;Country B;1991;5.502
1490;Country A;1991;9.909
1491;Country B;1991;5.157
1492;Country A;1991;8.723
1493;Country B;1991;7.276
1494;Country A;1991;14.604
1495;Country B;1991;6.242
1496;Country A;1991;10.36
1497;Country B;1991;4.207
1498;Country A;1991;9.088
1499;Country B;1991;5.889
1500;Country A;1991;10.907
1501;Country B;1991;4.03
1502;Country A;1991;14.156
1503;Country B;1991;3.518
1504;Country A;1991;10.428
1505;Country B;1991;7.311
1506;Country A;1991;7.857
1507;Country B;1991;3.914
1508;Country A;1991;12.376
1509;Country B;1991;3.848
1510;Country A;1991;10.135
1511;Country B;1991;6.689
1512;Country A;1991;10.172
1513;Country B;1991;6.676
1514;Country A;1991;13.005
1515;Country B;1991;3.91
1516;Country A;1991;12.053
1517;Country B;1991;5.548
1518;Country A;1991;9.764
1519;Country B;1991;3.79
1520;Country A;1991;10.236
1521;Country B;1991;3.961
1522;Country A;1991;11.999
1523;Country B;1991;2.448
1524;Country A;1991;12.53
1525;Country B;1991;5.124
1526;Country A;1991;7.829
1527;Country B;1991;4.683
1528;Country A;1991;11.594
1529;Country B;1991;4.229
1530;Country A;1991;7.473
1531;Country B;1991;3.813
1532;Country A;1991;9.429
1533;Country B;1991;-9999999
1534;Country A;1991;6.835
1535;Country B;1991;5.515
1536;Country A;1991;9.216
1537;Country B;1991;3.697
1538;Country A;1991;7.181
1539;Country B;1991;6.092
1540;Country A;1991;9.276
1541;Country B;1991;4.157
1542;Country A;1991;11.197
1543;Country B;1991;5.165
1544;Country A;-1;12.127
1545;Country B;1991;4.176
1546;Country A;1991;11.366
1547;Country B;1991;5.38
1548;Country A;1991;15.254
1549;Country B;1991;3.657
1550;Country A;1991;9.728
1551;Country B;-1;3.7
1552;Country A;1991;11.333
1553;Country B;1991;5.835
1554;Country A;1991;6.609
1555;Country B;1991;5.484
1556;Country A;1991;8.374
1557;Country B;1991;3.784
1558;Country A;1991;9.795
1559;Country B;1991;6.56
1560;Country A;1991;9.156
1561;Country B;1991;3.581
1562;Country A;1991;9.347
1563;Country B;1991;6.719
1564;Country A;1991;9.209
1565;Country B;1991;5.067
1566;Country A;1991;10.106
1567;Country B;1991;5.178
1568;Country A;1991;10.009
1569;Country B;1991;4.62
1570;Country A;1991;5.317
1571;Country B;1991;4.813
1572;Country A;1991;10.812
1573;Country B;1991;3.766
1574;Country A;1991;10.919
1575;Country B;1991;6.049
1576;Country A;1991;9.301
1577;Country B;1991;5.797
1578;Country A;1991;11.497
1579;Country B;1991;5.52
1580;Country A;1991;10.057
1581;Country B;1991;4.456
1582;Country A;1991;11.9
1583;Country B;1991;4.956
1584;Country A;1991;10.676
1585;Country B;-1;3.328
1586;Country A;1991;7.711
1587;Country B;1991;-9999999
1588;Country A;1991;12.148
1589;Country B;1991;5.242
1590;Country A;1991;9.703
1591;Country B;1991;4.309
1592;Country A;1991;10.934
1593;Country B;1991;5.965
1594;Country A;1991;11.803
1595;Country B;1991;4.813
1596;Country A;1991;11.929
1597;Country B;1991;5.37
1598;Country A;1991;11.535
1599;Country B;1991;4.602
1600;Country A;1991;12.733
1601;Country B;1991;2.901
1602;Country A;1991;10.361
1603;Country B;1991;4.501
1604;Country A;1991;9.622
1605;Country B;1991;4.66
1606;Country A;1991;7.426
1607;Country B;1991;5.4
1608;Country A;1991;11.445
1609;Country B;1991;4.422
1610;Country A;1991;9.332
1611;Country B;1991;5.886
1612;Country A;1991;9.582
1613;Country B;-1;4.384
1614;Country A;1991;9.244
1615;Country B;1991;4.964
1616;Country A;1991;8.189
1617;Country B;1991;3.858
1618;Country A;1991;10.864
1619;Country B;1991;5.523
1620;Country A;1991;12.53
1621;Country B;1991;5.554
1622;Country A;1991;10.087
1623;Country B;1991;3.527
1624;Country A;1991;9.573
1625;Country B;1991;4.716
1626;Country A;1991;10.08
1627;Country B;1991;2.267
1628;Country A;1991;11.443
1629;Country B;1991;3.935
1630;Country A;1991;10.885
1631;Country B;1991;5.224
1632;Country A;1991;14.217
1633;Country B;1991;4.554
1634;Country A;1991;7.695
1635;Country B;1991;4.445
1636;Country A;1991;10.498
1637;Country B;1991;5.427
1638;Country A;-1;12.201
1639;Country B;1991;5.231
1640;Country A;1991;14.741
1641;Country B;-1;5.178
1642;Country A;1991;9.831
1643;Country B;1991;3.641
1644;Country A;1991;9.149
1645;Country B;1991;4.844
1646;Country A;1991;9.021
1647;Country B;1991;3.853
1648;Country A;1991;7.163
1649;Country B;1991;3.493
1650;Country A;1991;12.185
1651;Country B;1991;3.751
1652;Country A;1991;10.582
1653;Country B;1991;5.438
1654;Country A;1991;5.806
1655;Country B;1991;4.096
1656;Country A;1991;9.088
1657;Country B;1991;4.244
1658;Country A;1991;11.639
1659;Country B;-1;4.545
1660;Country A;1991;9.1
1661;Country B;1991;5.222
1662;Country A;1991;11.526
1663;Country B;1991;4.698
1664;Country A;1991;5.814
1665;Country B;1991;3.702
1666;Country A;1991;7.981
1667;Country B;1991;6.913
1668;Country A;1991;7.311
1669;Country B;1991;4.041
1670;Country A;1991;8.616
1671;Country B;1991;4.851
1672;Country A;1991;7.624
1673;Country B;1991;7.655
1674;Country A;1991;7.088
1675;Country B;1991;4.78
1676;Country A;1991;6.843
1677;Country B;1991;3.585
1678;Country A;1991;12.519
1679;Country B;1991;5.947
1680;Country A;1991;8.643
1681;Country B;-1;6.142
1682;Country A;1991;11.209
1683;Country B;1991;4.652
1684;Country A;1991;9.629
1685;Country B;1991;4.842
1686;Country A;1991;9.022
1687;Country B;1991;5.566
1688;Country A;1991;9.683
1689;Country B;1991;6.601
1690;Country A;1991;11.884
1691;Country B;1991;4.895
1692;Country A;1991;10.852
1693;Country B;1991;3.766
1694;Country A;1991;8.713
1695;Country B;1991;-9999999
1696;Country A;1991;12.199
1697;Country B;1991;4.853
1698;Country A;-1;8.564
1699;Country B;1991;3.237
1700;Country A;1991;7.958
1701;Country B;1991;3.65
1702;Country A;1991;9.479
1703;Country B;1991;5.82
1704;Country A;1991;12.573
1705;Country B;1991;5.871
1706;Country A;1991;9.871
1707;Country B;1991;4.637
1708;Country A;1991;8.137
1709;Country B;1991;6.956
1710;Country A;1991;8.856
1711;Country B;1991;4.338
1712;Country A;1991;9.601
1713;Country B;1991;4.044
1714;Country A;1991;10.717
1715;Country B;1991;6.731
1716;Country A;1991;8.938
1717;Country B;1991;-9999999
1718;Country A;1991;15.549
1719;Country B;1991;3.7
1720;Country A;1991;9.064
1721;Country B;1991;5.54
1722;Country A;1991;11.639
1723;Country B;1991;3.823
1724;Country A;1991;9.083
1725;Country B;1991;6.121
1726;Country A;1991;11.858
1727;Country B;1991;5.113
1728;Country A;1991;8.696
1729;Country B;1991;2.809
1730;Country A;1991;8.571
1731;Country B;1991;7.659
1732;Country A;1991;7.588
1733;Country B;1991;-9999999
1734;Country A;1991;7.007
1735;Country B;1991;4.437
1736;Country A;1991;8.698
1737;Country B;1991;4.471
1738;Country A;1991;9.342
1739;Country B;1991;5.72
1740;Country A;1991;9.709
1741;Country B;1991;4.51
1742;Country A;1991;12.851
1743;Country B;1991;3.871
1744;Country A;1991;11.569
1745;Country B;1991;4.274
1746;Country A;1991;12.257
1747;Country B;1991;5.797
1748;Country A;1991;8.87
1749;Country B;1991;4.167
1750;Country A;1991;8.021
1751;Country B;1991;5.603
1752;Country A;1991;5.514
1753;Country B;1991;5.47
1754;Country A;1991;6.283
1755;Country B;1991;5.788
1756;Country A;1991;9.646
1757;Country B;1991;4.894
1758;Country A;1991;9.95
1759;Country B;1991;6.003
1760;Country A;1991;7.202
1761;Country B;1991;4.62
1762;Country A;1991;8.513
1763;Country B;1991;3.797
1764;Country A;1991;7.744
1765;Country B;1991;7.15
1766;Country A;1991;11.138
